"X discovers that his special ability is Fertility",po3,1,00:23:51,,https://youtu.be/U6dNUKJe57U&t=1431,
"X is knocked into the void by an Ancient Golem and then everything goes wrong",po3,1,00:29:55,00:29:47,https://youtu.be/U6dNUKJe57U&t=1795,https://youtu.be/lqZ6Y1Mue5k&t=1787
"X makes a self-deprecating joke and then makes another one about how bad the first one was",po3,4,00:36:36,,https://youtu.be/aJJQIflMkGs&t=2196,
"Happy Together",po3,10,00:22:30,00:22:31,https://youtu.be/eausb4bGxe4&t=1350,https://youtu.be/xKSQv5IY2dg&t=1351
"CS's neighbors steal his 200 dollar package and he gets uber-salty",po3,14,00:34:41,00:34:41,https://youtu.be/N7bYWP2hQEU&t=2081,https://youtu.be/_weAxMVx3Zg&t=2081
"Void Vade Mecum",po3,31,,00:48:03,,https://youtu.be/4TMMWW9aaQA&t=2883
"X loses his pickaxe",po3,36,00:54:52,,https://youtu.be/U0ABMr0cbJ4&t=3292,
"CS is stuck in a limbo between life and death until X kills him",po3,37,00:43:08,00:43:08,https://youtu.be/UuCJ6f358wg&t=2588,https://youtu.be/LvvRfwdZoDA&t=2588
"X talks about wanting to spray antihistamine in every orifice",po3,40,01:00:55,01:00:55,https://youtu.be/hbqENRTw2Hg&t=3655,https://youtu.be/NdH4Pk4odXs&t=3655
"X talks about Grease and CS makes it weird",po3,41,00:03:59,00:03:59,https://youtu.be/Vzrdn-Q2pWg&t=239,https://youtu.be/j2JWt9kxovc&t=239
"CS and X have a rhyming battle",po3,42,00:00:00,00:00:00,https://youtu.be/n2ujbH3YNoI&t=0,https://youtu.be/OVUw91G8Dvs&t=0
"X finally redeems all his RAKs",po3,46,00:10:27,00:10:27,https://youtu.be/n39Q0qyts68&t=627,https://youtu.be/FznbQL-Oxlc&t=627
"CS repeatedly whispers 'I'm so close', then burps and says he saved it just for X",po3,47,00:13:52,00:13:52,https://youtu.be/EwVeUnyAySY&t=832,https://youtu.be/TkHi7UF02Yo&t=832
"CS instructs X to strip for him",po3,49,00:54:05,00:54:05,https://youtu.be/TL5G620ujv0&t=3245,https://youtu.be/s4jg_T75S7o&t=3245
"CS and X ad lib a sequel to Revenge: 'got my OP sword schwingin' from side to side'",po3,52,00:16:55,00:16:55,https://youtu.be/KA3FQl5cQuI&t=1015,https://youtu.be/33gv6k4cyIA&t=1015
"CS and X set off a stack of nukes in their base for the series finale",po3,54,01:01:11,01:01:11,https://youtu.be/&t=3671,https://youtu.be/nFLpZeaWjWc&t=3671
"CS and X explosively overload a draconic reactor at their original spawn point for the series finale",stn,21,00:38:10,00:37:52,https://youtu.be/ZvNvP3Sn5rQ&t=2290,https://youtu.be/BQzwKGa4s5M&t=2272
"X is eaten by a Grue, twice",exo,5,00:47:01,00:47:01,https://youtu.be/r91KDNovO68&t=2821,https://youtu.be/gktwJgGBlv0&t=2821
"X is eaten by a Grue again, then gets in a duel with CS",exo,7,00:24:04,00:24:04,https://youtu.be/uPsu1-ttuBg&t=1444,https://youtu.be/AyjYgLGCrqQ&t=1444
"CS leers over X in bed and repeatedly asks him what is wrong with his face",exo,9,00:20:19,00:20:19,https://youtu.be/T3VWwOeDR-Q&t=1219,https://youtu.be/gddEpuen-YQ&t=1219
"CS and X discover they can use Carry On to pick up item frames, and it makes a beautiful noise",exo,17,00:34:03,00:34:03,https://youtu.be/Jrf1MoItwvo&t=2043,https://youtu.be/acAYdy25daA&t=2043
"CS pulls out 'Joe Mama' on X; X mutes and has a nice 5 minute solo episode",exo,21,00:30:38,00:30:38,https://youtu.be/sLojk9DX1V0&t=1838,https://youtu.be/rNafFE8VDrc&t=1838
"X tells CS not to worry about the lava, then is knocked into it",exo,24,00:22:16,00:22:16,https://youtu.be/9akXdVDBhcg&t=1336,https://youtu.be/fObPFhtxQSQ&t=1336
"X attempts to troll CS with a bucket of acid and ends up melting some of their chests",exo,27,00:28:33,00:28:33,https://youtu.be/MX4mFqkUWb4&t=1713,https://youtu.be/sizp4HdTs4A&t=1713
"CS attempts to boost his front-page viewer count by adding an echo effect to his slurping",exo,36,00:54:00,00:54:00,https://youtu.be/SAQwkuqX-jk&t=3240,https://youtu.be/eijKbuz-HTc&t=3240
"X sings Les Poissons, then CS crashes the server by making poison... twice",exo,42,00:25:34,00:25:35,https://youtu.be/MUvuHaPKsno&t=1534,https://youtu.be/V5JdjN6Pp5A&t=1535
"X explains how he was bamboozled by millions of barrels of christmas chocolate",exo,46,00:00:56,00:00:56,https://youtu.be/mh9g34rTQwo&t=56,https://youtu.be/HS8UUM_m1ek&t=56
"X accidentally launches CS's expensive rocket",exo,55,00:14:45,00:14:45,https://youtu.be/XS7k8ne6Qb8&t=885,https://youtu.be/Hx7EzXJBDuQ&t=885
"X booby-traps the space station waystone so CS falls through the floor every time he warps there",exo,56,00:59:15,00:59:15,https://youtu.be/HspzMXjW2uo&t=3555,https://youtu.be/WsqOWBB-PQ0&t=3555
"X chases CS's rocket as it launches up from the space station, then drifts down and dies from fall damage",exo,57,00:02:04,00:02:04,https://youtu.be/nG4bjU-352M&t=124,https://youtu.be/N2ztjd9kqFs&t=124
"X falls of the space station and warps home, then falls half a block to the floor and dies",exo,57,00:37:00,00:37:00,https://youtu.be/nG4bjU-352M&t=2220,https://youtu.be/N2ztjd9kqFs&t=2220
"X warps to the space station without pressure boots and manages to put them back on a half heart away from death",exo,57,00:46:32,00:46:32,https://youtu.be/nG4bjU-352M&t=2792,https://youtu.be/N2ztjd9kqFs&t=2792
"X demonstrates his array of easily-accessible musical instruments",exo,58,00:47:11,00:47:11,https://youtu.be/Ts_sdVUMJ-A&t=2831,https://youtu.be/8iwe7flnpqM&t=2831
"CS flies too high in the void dimension and dies, tries to recover his stuff and is damaged, tries again in creative mode and dies, finally gets it using creative mode AND a god apple",exo,59,00:13:02,00:13:02,https://youtu.be/yougykVsTXI&t=782,https://youtu.be/9bx6Vq5ikR0&t=782
"My heart will go on #4",exo,63,00:06:34,00:06:34,https://youtu.be/kngS7lQI5x8&t=394,https://youtu.be/sRNaZsqjIvM&t=394
"X and CS have a rapidly escalating fight to finish off the series with a bang",exo,63,00:57:49,01:27:03,https://youtu.be/kngS7lQI5x8&t=3469,https://youtu.be/sRNaZsqjIvM&t=5223
"CS and a fairy are lit on fire by lightning; the fairy tries to heal CS and he thinks it's chasing him with fire",rlc,1,,00:02:41,,https://youtu.be/a5fbrYu44lk&t=161
"'Oh, what is this? I found a new thing. ... OH NO I DON'T LIKE THIS NEW THING HELP NO I DON'T LIKE IT I DON'T LIKE THE NEW THING'",rlc,4,,00:19:44,,https://youtu.be/F8uMoKTNhcY&t=1184
"The Sharknado incident",rlc,5,00:00:00,00:00:00,https://youtu.be/fY3Sfbpv9mo&t=0,https://youtu.be/gPLx7Q_NDYY&t=0
"CS is killed by a giant fish next to a lion. He and X try multiple times to recover his stuff, but it ends up lost forever.",rlc,5,01:05:57,00:45:05,https://youtu.be/fY3Sfbpv9mo&t=3957,https://youtu.be/gPLx7Q_NDYY&t=2705
"X breaks a block to put his water into; CS shift-clicks trying to drink; he picks up the broken dirt item and places it over the water instead",rlc,7,00:26:19,,https://youtu.be/N0xbLhz0SE8&t=1579,
"It Goes Wrong",rlc,8,01:12:39,00:38:42,https://youtu.be/hkNefkVOI7c&t=4359,https://youtu.be/RonOslziGoQ&t=2322
"X is insta-KFCed by a dragon",rlc,10,00:11:55,00:10:40,https://youtu.be/ad6X9dnLZTc&t=715,https://youtu.be/B03MHiCHCFU&t=640
"X notices that they're heading towards a spot where CS died previously. CS ignores him and they go along - it doesn't end up well.",rlc,12,00:13:51,00:11:04,https://youtu.be/GpRgOcx9pKs&t=831,https://youtu.be/MzDh8Gndkw4&t=664
"CS is exploded by a pumpkin",rlc,13,00:02:54,00:02:49,https://youtu.be/YIuuk9Q-Y5Y&t=174,https://youtu.be/9vUz_RWkydg&t=169
"X does battle with a siren and is killed by a surprise Baby Abtu",rlc,15,00:27:13,,https://youtu.be/yy_Cl-3JosU&t=1633,
"CS hands his pickaxe to X, who gets ledgendary on the second reforge; X absconds with it; CS gets salty and chases X around trying to get it back",rlc,16,00:30:41,,https://youtu.be/HpuToCXBx6M&t=1841,
"X is blown up by a battle tower and spawns very far from home",rlc,18,00:40:38,00:40:28,https://youtu.be/jgrhNm5igqM&t=2438,https://youtu.be/dbTVB3AaG38&t=2428
"A dragon tunnels up out of its nest and escapes to wreak havoc on the world",rlc,20,00:35:04,00:21:10,https://youtu.be/w7C86TSk_H8&t=2104,https://youtu.be/Ktb-HkwXTOk&t=1270
"The duo conquers a stage 5 fire dragon",rlc,22,00:44:14,00:22:31,https://youtu.be/VOgenCUKCKo&t=2654,https://youtu.be/Sb2O8m77w4U&t=1351
"Big Yellow Taxi",rlc,25,00:42:30,00:42:30,https://youtu.be/2jild_exp9A&t=2550,https://youtu.be/akUJoBCdjzI&t=2550
"It Goes Wrong in the Nether",rlc,25,00:51:02,00:51:02,https://youtu.be/2jild_exp9A&t=3062,https://youtu.be/akUJoBCdjzI&t=3062
"X is startled by a lightning fast Ashen Pinky",rlc,26,00:39:40,00:39:40,https://youtu.be/0M09uJ4ohXk&t=2380,https://youtu.be/ozxhS010N0g&t=2380
"It Goes Wrong in the Nether Again",rlc,27,00:27:12,00:27:12,https://youtu.be/3rJ5NGRACFs&t=1632,https://youtu.be/MxtvczUXviA&t=1632
"X mistakes CS for a grue and procs his totem",rlc,34,00:13:17,00:13:17,https://youtu.be/9_PJWw77vP4&t=797,https://youtu.be/Sb6AngZ94l8&t=797
"CS and X are annihilated by Lux Rahovart",rlc,34,00:22:49,00:22:49,https://youtu.be/9_PJWw77vP4&t=1369,https://youtu.be/Sb6AngZ94l8&t=1369
"CS MLGs a 100-block fall out the claws of a dragon and loses sight of Baby Yoda for a couple minutes",rlc,36,00:12:06,00:12:06,https://youtu.be/U5m7FfBzVGg&t=726,https://youtu.be/704y7fwcrRY&t=726
"Steve runs away; CS and X vanquish an ice dragon",rlc,39,00:28:13,00:28:15,https://youtu.be/0d62MTVaWpI&t=1693,https://youtu.be/R_FMyLnv5WE&t=1695
"Dancing spiders",rlc,42,01:04:13,01:04:13,https://youtu.be/wx08hT_uMMg&t=3853,https://youtu.be/WZNlJ5EHXFE&t=3853
"CS fights Dark Rahovart smarter, not harder - by tunneling under the floor of his arena.",rlc,45,,00:46:21,,https://youtu.be/&t=2781
"CS plays a prank on X by pretending Long Boi is invisible",sev,29,00:52:32,00:52:32,https://youtu.be/zX7NuZwaEbg&t=3152,https://youtu.be/ifmAEMFckeI&t=3152
